date,T,Po,P,U,tavg,tmin,tmax,prcp,wspd
2021-12-02,12.725,761.1625,767.7,53.75,15.0,6.2,21.1,0.0,11.0
2021-12-03,13.0875,760.825,767.3625,54.25,15.7,6.0,22.2,0.0,13.4
2021-12-04,12.9375,761.025,767.575,53.875,15.7,5.6,22.2,0.0,8.1
2021-12-05,13.5375,760.4,766.9125,59.5,15.7,6.6,22.9,0.0,7.4
2021-12-06,15.0625,759.7875,766.25,54.875,17.1,7.4,22.9,0.0,9.7
2021-12-07,15.825,760.0625,766.55,62.625,19.1,7.7,24.2,0.0,8.1
2021-12-08,18.425,760.6,767.0,68.875,20.5,11.6,26.4,0.0,5.0
2021-12-09,17.4125,760.7375,767.125,77.0,19.6,12.1,26.4,0.0,6.4
2021-12-10,17.2,759.65,766.025,75.75,19.5,11.3,25.3,0.0,5.8
2021-12-11,18.6125,759.6625,766.0625,79.5,20.6,12.4,26.9,0.0,5.5
2021-12-12,18.4875,760.3375000000001,766.75,72.375,18.7,12.9,26.7,0.0,14.5
2021-12-13,15.5625,761.0124999999999,767.45,70.0,16.5,11.2,26.0,0.0,13.1
2021-12-14,16.3875,758.225,764.65,73.75,18.9,11.2,24.4,0.3,6.5
2021-12-15,18.8375,756.3125,762.6875,83.125,19.8,12.5,24.4,0.5,6.3
2021-12-16,21.2875,756.0875,762.4,85.125,21.7,17.0,26.0,1.0,7.0
2021-12-17,18.4125,759.5375,765.925,67.875,16.6,11.3,26.0,0.5,22.2
2021-12-18,14.175,762.3,768.775,53.75,14.6,11.4,21.6,0.0,20.1
2021-12-19,13.625,761.2875,767.825,50.5,16.3,9.3,19.9,0.0,13.1
2021-12-20,13.1875,758.375,764.8625,79.0,13.4,9.6,18.0,50.8,9.3
2021-12-21,14.2125,755.5875,762.0625,90.875,15.7,11.1,18.9,21.1,12.5
2021-12-22,16.4,756.9,763.3125,73.625,18.2,12.2,22.4,0.0,9.8
2021-12-23,15.85,756.925,763.3000000000001,82.125,16.2,14.4,22.4,0.0,6.5
2021-12-24,17.25,757.1125,763.5,82.75,18.5,12.7,24.0,0.0,6.9
2021-12-25,16.35,760.6375,767.0375,76.875,16.4,10.3,24.0,0.0,12.7
2021-12-26,10.3875,764.525,771.1,77.75,9.6,5.5,21.7,7.6,20.6
2021-12-27,8.025,765.4875,772.175,73.125,9.2,5.5,12.8,0.3,18.0
2021-12-28,10.4625,763.1375,769.775,70.625,10.7,6.4,13.5,0.0,11.4
2021-12-29,12.45,762.3625,768.925,81.0,12.5,8.3,16.8,0.0,10.8
2021-12-30,14.7875,763.1375,769.6875,65.125,15.6,10.8,19.8,0.0,13.6
2021-12-31,14.9875,762.85,769.3625,61.375,15.8,9.4,21.0,0.0,9.5
2022-01-01,15.1375,762.275,768.7875,75.25,17.3,9.4,21.9,0.0,7.0
2022-01-02,16.55,761.0,767.4875,69.0,17.4,10.6,23.0,0.0,9.1
2022-01-03,16.1875,759.5625,766.0625,79.0,18.3,11.0,24.9,0.0,6.5
2022-01-04,17.2,758.4,764.8375,79.625,19.6,11.7,24.9,0.0,5.8
2022-01-05,18.2375,757.0375,763.425,82.25,19.9,12.4,24.9,0.0,5.0
2022-01-06,17.7375,758.55,764.9625,77.5,18.7,14.1,24.1,0.0,8.0
2022-01-07,16.0125,760.5375,767.025,72.375,16.3,11.1,23.4,0.0,11.4
2022-01-08,15.075,759.4375,765.9625,73.25,17.1,10.7,21.9,0.0,7.6
2022-01-09,14.725,758.0625,764.55,81.375,14.8,11.6,21.1,0.0,10.0
2022-01-10,14.25,757.5875,764.075,80.0,13.6,12.1,18.2,3.0,9.7
2022-01-11,12.3875,760.2625,766.8125,68.375,12.5,10.0,18.2,0.5,18.2
2022-01-12,11.9625,760.225,766.8,67.875,13.3,8.9,17.1,0.0,7.0
2022-01-13,13.5125,760.825,767.3625,64.75,14.0,9.3,17.9,0.0,12.8
2022-01-14,13.0875,759.6625,766.1875,64.0,13.7,10.9,17.2,0.0,6.5
2022-01-15,15.733333333333334,758.6166666666667,765.1166666666667,74.5,16.2,11.6,19.6,0.0,5.5
2022-01-16,17.775,759.1375,765.5625,78.125,17.2,13.5,22.3,0.0,7.7
2022-01-17,15.15,759.5625,766.0625,75.625,14.1,13.5,22.3,0.0,12.3
2022-01-18,13.5,760.4375,766.9875,77.125,13.5,11.1,18.2,0.3,11.7
2022-01-19,12.6125,759.15,765.6875,77.375,13.8,7.6,19.9,0.0,9.6
2022-01-20,13.8875,758.0124999999999,764.55,75.625,16.3,7.6,22.1,0.0,5.7
2022-01-21,16.325,756.8875,763.3875,77.5,18.8,10.9,22.9,0.0,5.4
2022-01-22,18.125,754.375,760.775,84.125,18.8,11.4,22.8,0.3,4.5
2022-01-23,18.7625,753.6875,760.0875,88.625,19.6,16.1,22.1,1.8,3.9
2022-01-24,16.5875,754.775,761.2,92.625,14.6,13.4,21.2,4.6,10.8
2022-01-25,15.5375,756.8,763.2625,87.0,16.2,12.3,19.3,0.0,8.0
2022-01-26,16.7375,756.7125,763.1875,88.0,17.8,12.8,21.2,0.0,5.7
2022-01-27,19.9875,756.2875,762.65,83.5,21.0,13.6,26.0,0.0,5.9
2022-01-28,17.875,756.1875,762.5875,78.625,16.8,16.0,26.0,0.0,12.0
2022-01-29,12.8625,755.6625,762.1625,76.375,10.5,9.9,21.7,0.8,17.7
2022-01-30,9.9375,758.5125,765.1375,75.5,9.8,7.4,15.3,0.0,18.0
2022-01-31,7.6875,759.6875,766.3375,86.5,7.9,6.2,15.1,11.4,12.2
2022-02-01,8.875,759.15,765.8125,91.75,9.8,6.2,11.9,19.1,12.2
2022-02-02,9.1125,759.225,765.85,93.0,9.3,7.4,10.9,25.9,12.8
2022-02-03,8.9625,759.275,765.9375,88.75,9.8,7.1,10.9,9.7,13.1
2022-02-04,10.475,761.275,767.9125,70.25,10.1,6.6,15.2,0.0,17.6
2022-02-05,10.0875,762.575,769.2,70.0,11.1,6.6,15.2,0.0,13.6
2022-02-06,12.1375,760.675,767.25,75.5,12.5,7.8,15.7,0.0,7.2
2022-02-07,13.775,756.8125,763.3375,88.25,13.6,11.9,16.0,1.8,8.0
2022-02-08,11.6,758.9625,765.5124999999999,78.5,9.8,8.4,16.0,0.0,15.3
2022-02-09,9.4625,759.3625,765.9875,81.375,9.5,8.4,14.0,0.0,11.0
2022-02-10,11.3,757.75,764.3375,88.75,11.0,8.6,14.3,0.3,7.3
2022-02-11,17.5625,756.575,763.0375,80.75,16.5,8.9,23.5,,6.4
2022-02-12,16.6,756.05,762.4625,76.5,14.9,12.9,23.5,0.0,14.5
2022-02-13,12.05,756.1,762.575,85.25,11.3,9.7,22.5,2.8,12.9
2022-02-14,14.1,757.55,764.0875,74.5,15.2,9.7,21.8,0.0,10.6
2022-02-15,15.7,757.3875,763.85,69.625,16.6,10.5,22.0,0.0,9.1
2022-02-16,16.4125,755.55,761.9875,76.75,17.1,11.8,22.0,1.8,6.3
2022-02-17,14.8,754.925,761.35,92.875,15.4,13.6,20.6,4.6,9.0
2022-02-18,14.8875,755.3875,761.875,89.75,13.1,11.4,17.5,1.5,10.4
2022-02-19,7.9875,758.5625,765.175,93.625,7.4,6.0,17.5,62.2,23.7
2022-02-20,5.725,761.075,767.8,94.625,6.1,4.4,7.9,45.7,21.7
2022-02-21,5.875,761.9,768.6625,94.625,6.8,4.3,7.9,20.3,15.2
2022-02-22,6.9,761.8,768.525,93.5,7.6,4.6,9.0,3.3,14.8
2022-02-23,9.1625,763.5125,770.2125,71.625,9.2,5.4,14.0,0.0,19.7
2022-02-24,10.1125,764.275,770.925,68.875,11.3,5.4,16.5,0.0,13.1
2022-02-25,12.3125,762.4125,769.0125,69.375,13.8,6.6,19.5,0.0,7.3
2022-02-26,14.7,760.3,766.8,75.625,17.3,7.1,24.3,0.0,6.1
2022-02-27,17.212500000000002,758.075,764.525,72.75,19.6,8.3,25.9,0.0,8.2
2022-02-28,18.7125,757.475,763.85,76.75,21.4,11.3,25.9,0.0,7.7
2022-03-01,20.2625,756.725,763.0875,79.75,22.6,15.0,26.9,0.0,5.5
2022-03-02,21.7,756.625,762.95,71.0,22.8,16.2,28.2,0.0,11.5
2022-03-03,20.725,756.125,762.4625,76.75,21.8,14.6,28.2,0.0,8.5
2022-03-04,20.3875,754.65,761.0,78.75,23.2,14.5,27.9,0.0,6.5
2022-03-05,22.175,753.55,759.8625000000001,76.875,24.4,15.5,29.9,0.0,7.9
2022-03-06,21.8875,754.875,761.175,65.375,22.3,17.7,28.8,11.2,10.1
2022-03-07,18.45,757.55,763.95,70.125,18.7,9.2,26.1,3.3,16.5
2022-03-08,16.2,757.3125,763.8,59.5,18.0,8.7,23.9,0.0,9.3
2022-03-09,15.9375,756.5875,763.0375,70.75,19.2,8.3,25.9,0.0,7.1
2022-03-10,18.5875,755.575,762.0125,73.625,21.8,10.7,26.9,0.0,6.2
2022-03-11,19.65,754.225,760.575,77.875,22.5,13.9,26.9,0.0,5.6
2022-03-12,21.625,753.8125,760.1374999999999,71.25,24.1,14.9,28.9,0.0,8.3
2022-03-13,22.3625,753.35,759.6375,78.875,25.3,16.6,28.9,0.0,6.3
2022-03-14,23.2875,752.9,759.1625,78.625,25.6,18.6,30.0,0.0,5.5
2022-03-15,23.925,751.6375,757.8625,76.125,26.1,17.9,30.9,0.0,7.0
2022-03-16,22.8375,752.3125,758.575,78.25,24.3,19.4,30.6,0.0,7.3
2022-03-17,24.05,750.875,757.1125,82.75,24.6,21.4,28.1,10.9,7.6
2022-03-18,23.5,750.75,756.9875,84.0,24.8,19.9,29.2,0.0,8.0
2022-03-19,24.05,750.8625,757.1,78.25,25.4,20.6,29.9,0.0,11.4
2022-03-20,22.75,752.775,759.05,83.25,23.5,22.0,28.1,3.3,9.4
2022-03-21,23.975,752.9875,759.25,83.25,25.4,21.2,27.9,0.0,8.9
2022-03-22,23.7875,752.9,759.1375,85.75,20.5,12.8,29.4,10.9,12.9
2022-03-23,13.225,756.1875,762.65,94.625,13.3,12.0,29.4,28.7,15.1
2022-03-24,14.4875,754.775,761.2625,95.125,15.2,12.3,17.5,35.1,5.9
2022-03-25,20.9375,751.025,757.3625,95.375,22.5,13.2,25.1,44.7,6.1
2022-03-26,23.675,751.525,757.7625,89.875,22.5,18.9,29.9,10.4,11.8
2022-03-27,17.9375,755.125,761.4875,79.625,17.2,13.3,30.1,18.8,16.5
2022-03-28,14.6125,757.7125,764.225,92.75,16.1,13.3,22.3,4.3,9.4
2022-03-29,17.425,757.1375,763.6,87.25,18.5,13.3,19.9,0.0,5.3
2022-03-30,22.175,755.9375,762.2625,82.375,22.7,15.7,27.4,0.0,5.0
2022-03-31,24.675,756.0,762.275,77.75,24.9,18.0,30.0,1.0,7.5
2022-04-01,16.9,760.35,766.7625,77.125,15.7,13.9,30.0,0.5,22.2
2022-04-02,14.0875,762.225,768.775,67.75,15.7,11.5,17.9,0.3,18.9
2022-04-03,17.25,760.8249999999999,767.3,53.5,19.3,10.0,25.4,0.0,12.3
2022-04-04,17.4625,760.325,766.7875,67.25,21.1,9.7,27.9,0.0,6.8
2022-04-05,19.575,758.8375,765.2375,69.25,22.6,11.7,28.9,,5.8
2022-04-06,22.3375,756.7125,763.0375,65.25,25.1,14.4,30.9,0.0,6.1
2022-04-07,23.125,756.2125,762.5,64.375,24.7,15.9,30.9,0.0,8.2
2022-04-08,22.275,755.475,761.8,67.5,24.7,15.5,29.9,0.0,6.7
2022-04-09,22.35,754.0,760.2625,65.75,24.7,15.7,30.9,0.0,6.3
2022-04-10,22.1625,753.075,759.35,65.0,25.8,15.5,31.9,0.0,6.3
2022-04-11,23.3,752.1625,758.4,73.375,26.4,17.2,30.9,0.0,6.2
2022-04-12,24.875,750.45,756.6625,73.625,27.5,19.6,30.9,0.0,9.5
2022-04-13,24.9875,749.0375,755.225,75.0,24.3,17.6,30.3,0.0,11.9
2022-04-14,23.425,751.0,757.25,65.25,25.0,17.6,30.2,0.0,11.5
2022-04-15,24.15,752.8375,759.0875,59.5,25.6,20.0,30.2,0.0,10.6
2022-04-16,21.35,753.875,760.1625,75.5,19.3,15.3,28.9,1.0,12.3
2022-04-17,17.65,755.95,762.35,84.75,17.3,15.3,23.8,1.5,10.5
2022-04-18,15.9125,757.475,763.875,92.625,16.0,14.4,21.5,8.6,11.4
2022-04-19,15.55,757.8625,764.3125,94.125,16.9,14.1,17.9,12.7,7.8
2022-04-20,19.2875,755.7,762.1,85.0,21.0,14.3,23.9,0.0,4.8
2022-04-21,23.2625,753.6,759.8875,78.625,25.2,16.6,29.0,0.0,5.0
2022-04-22,24.7,752.8875,759.125,81.75,25.6,20.9,29.9,1.0,8.6
2022-04-23,25.15,751.8,758.025,85.125,24.8,20.9,29.9,120.4,9.2
2022-04-24,25.1625,750.4625,756.6875,88.375,27.0,20.9,30.9,6.9,8.4
2022-04-25,27.275,749.675,755.825,80.875,28.4,23.6,32.9,0.0,15.3
2022-04-26,27.0625,749.625,755.775,81.75,28.0,24.8,30.9,0.0,11.9
2022-04-27,27.9375,750.6375,756.7875,77.375,29.0,24.6,32.9,0.0,9.9
2022-04-28,27.6125,751.6,757.75,78.875,28.4,23.4,31.9,1.5,12.8
2022-04-29,26.6875,752.1875,758.3625,82.5,26.4,23.4,32.9,0.0,8.7
2022-04-30,24.6375,753.1125,759.3375,82.625,23.6,21.9,30.4,10.9,9.5
2022-05-01,16.325,754.8375,761.225,94.125,16.1,13.6,28.7,63.0,18.3
2022-05-02,17.0,755.825,762.2625,81.625,18.8,13.6,22.9,1.8,13.5
2022-05-03,20.025,756.1625,762.525,72.125,22.5,14.1,26.9,0.0,8.3
2022-05-04,21.825,754.8,761.1125,72.25,24.5,15.5,29.9,0.0,5.4
2022-05-05,23.5625,753.225,759.4875,74.5,26.3,17.6,30.9,0.0,5.7
2022-05-06,24.8,752.9625,759.2,76.0,27.6,19.3,30.9,0.0,6.2
2022-05-07,23.3625,753.95,760.2,89.0,23.6,21.6,30.7,13.7,5.9
2022-05-08,22.6,754.1625,760.4625,91.25,23.2,20.4,26.8,2.8,7.1
2022-05-09,24.2625,753.0125,759.275,82.875,25.9,20.4,28.9,0.0,5.5
2022-05-10,24.7,750.8125,757.0500000000001,88.0,25.2,21.4,28.3,18.3,9.6
2022-05-11,24.5375,749.3,755.5,93.375,24.8,23.9,27.9,14.2,9.0
2022-05-12,24.2625,748.175,754.3875,95.25,23.5,22.9,26.2,81.3,6.9
2022-05-13,23.15,748.0375,754.275,94.875,22.5,20.9,26.2,39.4,8.0
2022-05-14,22.7125,750.5,756.7625,90.875,23.0,20.7,24.9,50.5,8.2
2022-05-15,21.3,751.9,758.1625,91.25,20.6,17.9,23.9,7.9,13.1
2022-05-16,18.7625,754.0875,760.4375,85.625,19.8,14.8,24.3,2.5,15.9
2022-05-17,20.9375,754.475,760.825,75.125,23.4,14.4,28.9,0.0,6.5
2022-05-18,23.15,754.3375,760.625,72.25,25.7,16.9,29.5,0.0,5.3
2022-05-19,24.875,752.8625,759.1,73.5,27.2,20.5,29.9,0.0,6.2
2022-05-20,27.0625,750.6625,756.85,72.75,28.6,22.0,32.9,0.0,7.1
2022-05-21,24.975,749.6875,755.85,89.125,25.6,23.0,32.7,30.7,7.1
2022-05-22,24.3625,749.1625,755.3625,88.0,23.9,21.9,29.3,6.9,8.3
2022-05-23,24.125,749.6375,755.85,90.75,24.5,22.1,28.1,1.5,7.4
2022-05-24,26.1375,750.7,756.875,87.625,27.2,22.4,30.9,0.0,5.9
2022-05-25,26.0,749.55,755.7375,89.625,27.3,24.4,29.9,2.8,5.7
2022-05-26,27.7875,747.1625,753.2875,80.875,29.0,24.9,32.9,0.0,8.4
2022-05-27,26.3,747.0375,753.15,89.375,26.2,24.4,30.9,25.4,7.7
2022-05-28,28.0875,747.5125,753.6375,83.0,29.2,24.4,32.9,1.8,12.2
2022-05-29,28.0125,748.025,754.2,83.125,29.0,25.8,32.9,2.5,9.9
2022-05-30,28.8625,748.3,754.425,78.25,30.0,25.2,34.9,0.0,7.8
2022-05-31,28.3,748.9,755.025,78.125,28.1,25.1,33.9,0.0,9.3
2022-06-01,27.275,748.95,755.1,86.0,27.9,24.9,31.8,39.9,8.7
2022-06-02,27.7875,748.225,754.375,85.75,28.6,24.3,32.9,14.5,11.4
2022-06-03,27.3875,747.675,753.775,88.125,28.7,25.3,32.9,9.7,11.0
2022-06-04,29.0375,747.525,753.6375,81.75,30.5,25.7,34.9,0.3,13.8
2022-06-05,29.4,746.7875,752.85,78.625,30.6,27.3,33.9,0.0,13.5
2022-06-06,27.5875,746.4875,752.625,85.125,27.1,23.5,32.9,25.1,9.0
2022-06-07,24.9375,747.2625,753.45,95.0,25.7,23.2,31.6,48.3,7.5
2022-06-08,25.6375,747.825,754.0,90.375,26.8,23.2,29.9,0.5,9.3
2022-06-09,25.6125,747.325,753.4625,93.625,25.4,23.8,28.9,75.7,8.6
2022-06-10,26.5375,747.5125,753.65,88.5,27.3,23.8,29.9,3.0,7.2
2022-06-11,26.1375,748.5375,754.675,90.875,27.2,25.0,30.9,5.1,9.5
2022-06-12,26.05,748.8375,755.0,91.375,27.6,23.8,31.9,11.7,9.8
2022-06-13,27.7375,748.1125,754.2375,86.75,27.7,23.8,32.9,58.2,9.5
2022-06-14,25.5625,748.95,755.1125,94.0,25.4,23.9,32.5,20.8,7.5
2022-06-15,24.8125,750.7875,757.0,92.625,25.5,22.9,30.4,32.5,6.9
2022-06-16,25.9375,750.225,756.425,89.25,27.2,23.0,30.9,3.6,7.8
2022-06-17,28.65,748.95,755.0625,80.875,29.3,24.3,31.9,0.0,14.1
2022-06-18,27.8125,748.3375,754.4375,85.875,28.6,25.3,31.9,13.2,13.4
2022-06-19,28.05,747.7375,753.8875,86.375,28.8,25.3,32.9,3.3,13.1
2022-06-20,27.875,746.7625,752.9,87.625,28.7,26.6,30.9,15.2,13.2
2022-06-21,27.9625,747.7624999999999,753.9125,86.0,28.3,27.5,29.9,0.0,11.7
2022-06-22,29.225,750.7,756.85,77.25,30.2,26.7,34.9,0.0,13.2
2022-06-23,29.7375,751.5125,757.65,74.875,30.7,24.6,35.9,0.0,9.6
2022-06-24,29.675,750.2,756.275,71.75,31.2,24.4,35.9,0.0,8.9
2022-06-25,29.4375,749.425,755.5,73.75,31.1,24.6,35.9,0.0,11.6
2022-06-26,29.0,750.5875,756.7375,75.25,29.6,24.9,33.9,3.3,9.6
2022-06-27,29.325,749.725,755.8125,76.75,30.3,25.4,33.9,0.0,11.6
2022-06-28,29.725,747.6625,753.725,72.75,31.2,24.6,35.9,0.0,8.7
2022-06-29,29.3875,746.1625,752.2375,78.0,30.9,24.4,36.9,0.0,7.8
2022-06-30,27.8375,746.6375,752.7375,84.125,29.0,25.0,35.7,2.0,9.0
2022-07-01,27.7375,745.55,751.6625,80.75,28.6,24.7,32.9,7.1,13.8
2022-07-02,25.5375,743.15,749.2625,90.625,26.0,24.4,31.3,76.2,19.1
2022-07-03,27.4125,743.7625,749.8875,88.25,27.3,24.7,29.9,31.0,18.8
2022-07-04,27.175,744.65,750.7875,91.125,27.4,25.7,28.9,14.2,14.6
2022-07-05,28.0875,746.4,752.4875,87.5,28.6,26.0,30.9,1.5,11.0
2022-07-06,27.7875,747.9375,754.0625,86.0,27.6,25.9,30.4,0.3,7.5
2022-07-07,26.9125,749.3,755.45,90.0,26.6,23.9,31.9,38.4,8.4
2022-07-08,29.1,749.6625,755.7625,80.25,29.5,25.0,33.9,0.0,8.1
2022-07-09,28.8625,748.3,754.4125,83.875,30.7,25.1,34.9,5.1,6.5
2022-07-10,30.0375,748.8625,754.9375,75.75,31.4,25.0,35.9,0.0,8.7
2022-07-11,29.7375,749.45,755.5375,73.0,31.8,24.6,36.9,0.0,9.0
2022-07-12,30.1125,749.1625,755.25,71.5,31.7,24.4,34.9,0.0,7.1
2022-07-13,29.9375,748.425,754.4875,72.25,31.9,24.6,36.9,0.0,6.0
2022-07-14,30.575,748.025,754.125,70.25,32.2,24.8,36.9,0.0,7.8
2022-07-15,28.625,748.7625,754.8625,83.375,30.0,25.4,37.9,30.5,8.6
2022-07-16,30.2,748.0875,754.1750000000001,78.25,32.6,25.4,36.9,0.0,10.8
2022-07-17,30.325,747.575,753.6625,77.875,31.7,28.4,34.9,0.5,13.1
2022-07-18,30.2375,747.125,753.2,78.5,31.0,28.4,34.9,0.0,11.7
2022-07-19,30.15,748.5625,754.65,76.875,31.6,25.9,34.9,1.0,11.7
2022-07-20,30.375,751.15,757.225,73.0,31.7,25.5,36.9,0.0,12.3
2022-07-21,30.425,752.775,758.9,72.5,32.6,25.2,35.9,0.0,9.6
2022-07-22,30.4625,752.1125,758.2375,73.375,33.5,25.1,38.9,0.0,6.5
2022-07-23,31.05,750.25,756.325,75.125,34.0,25.9,37.9,0.0,6.6
2022-07-24,32.3375,749.1,755.1375,71.875,34.3,26.9,39.9,0.0,6.8
2022-07-25,32.45,749.4,755.45,71.75,34.7,26.7,39.9,0.0,6.8
2022-07-26,32.175,749.3125,755.3625,68.0,33.7,28.0,38.9,0.0,10.2
2022-07-27,31.6625,749.125,755.175,68.25,33.3,26.5,37.9,0.0,9.3
2022-07-28,31.5625,748.4125,754.4625,73.625,34.0,26.4,38.9,0.0,6.9
2022-07-29,31.8875,747.3625,753.4,70.75,34.4,26.6,38.9,0.0,8.1
2022-07-30,27.8125,747.2624999999999,753.375,81.125,28.5,23.9,37.9,1.0,11.1
2022-07-31,29.975,747.175,753.3,72.0,32.6,23.9,36.9,0.0,6.3
2022-08-01,31.4375,748.2,754.2875,68.75,33.6,25.8,37.9,0.0,6.8
2022-08-02,31.5625,749.15,755.2125,67.625,33.0,25.5,37.9,5.8,7.2
2022-08-03,27.9875,749.175,755.275,86.375,28.1,25.0,37.6,2.3,7.2
2022-08-04,25.85,747.4375,753.55,93.625,27.0,24.8,32.9,31.0,12.9
2022-08-05,27.0625,749.3625,755.525,85.875,28.6,24.5,31.9,0.5,13.8
2022-08-06,27.8125,749.95,756.0875,83.5,28.8,23.9,33.9,2.8,8.6
2022-08-07,29.225,749.325,755.475,75.375,31.6,23.8,35.9,0.0,8.1
2022-08-08,27.5875,749.1625,755.275,83.125,28.7,24.0,35.9,16.0,11.6
2022-08-09,26.375,747.85,753.9875,84.0,27.5,24.0,34.6,17.0,11.0
2022-08-10,25.875,747.5375,753.7125,89.5,27.0,24.0,30.9,53.1,14.8
2022-08-11,26.0375,749.8875,756.025,90.125,26.5,23.5,30.8,12.2,8.3
2022-08-12,25.1625,750.7375,756.9625,92.625,25.6,23.2,29.9,16.0,7.2
2022-08-13,26.65,750.0875,756.2625,88.0,28.3,23.2,32.0,0.0,6.6
2022-08-14,28.825,749.275,755.4,81.5,31.2,24.6,34.9,0.0,5.9
2022-08-15,30.425,748.475,754.575,74.75,32.7,25.5,36.9,0.0,6.6
2022-08-16,29.175,748.4125,754.475,78.0,30.6,25.1,34.9,0.0,8.1
2022-08-17,27.75,748.525,754.65,84.5,29.1,24.7,33.9,0.0,9.5
2022-08-18,28.15,748.2375,754.375,81.625,29.3,24.7,33.2,0.0,7.4
2022-08-19,28.0875,747.8625,753.975,84.0,29.3,24.8,34.9,1.0,10.1
2022-08-20,27.0875,749.5,755.625,84.875,27.2,24.6,33.8,20.1,11.0
2022-08-21,28.525,750.125,756.3125,78.375,28.1,24.6,33.9,0.0,8.7
2022-08-22,29.225,749.2375,755.375,80.125,31.0,25.3,35.1,0.0,5.9
2022-08-23,30.4625,747.8875,753.975,77.875,33.0,25.3,37.9,0.0,6.3
2022-08-24,31.225,746.125,752.1625,70.5,32.5,24.7,37.9,3.3,11.7
2022-08-25,25.925,748.925,755.0625,86.25,26.6,23.8,36.1,20.1,17.3
2022-08-26,27.95,751.8625,758.05,84.0,28.7,23.8,33.9,2.3,9.5
2022-08-27,29.1875,750.95,757.1,80.875,30.8,24.9,35.0,0.0,6.9
2022-08-28,30.5,750.125,756.175,75.0,32.4,25.2,37.9,0.0,6.6
2022-08-29,29.55,751.65,757.775,81.5,30.7,26.2,35.8,0.0,7.7
2022-08-30,27.3,750.8875,757.0625,89.0,28.7,24.5,33.2,6.6,8.0
2022-08-31,28.4125,749.375,755.4875,83.375,30.0,24.4,34.2,4.3,7.2
2022-09-01,28.125,750.5875,756.7125,83.5,29.0,24.6,34.2,0.0,11.9
2022-09-02,27.5375,749.4875,755.625,71.125,28.8,23.0,32.9,0.0,18.2
2022-09-03,27.0625,747.15,753.2750000000001,65.375,29.4,22.6,33.9,0.0,15.8
2022-09-04,27.9,747.175,753.2875,66.25,30.2,23.3,33.9,0.0,14.0
2022-09-05,27.1875,748.0375,754.175,68.5,29.9,22.1,32.9,0.0,11.0
2022-09-06,28.675,750.3875,756.5375,65.5,30.8,22.7,34.9,0.0,9.2
2022-09-07,28.775,754.0625,760.225,74.625,30.5,25.0,33.9,0.0,10.5
2022-09-08,27.225,754.8125,761.0125,84.625,28.0,23.5,34.7,33.8,7.4
2022-09-09,28.1875,753.875,760.075,78.75,29.6,23.5,34.7,0.0,7.8
2022-09-10,28.5,752.3125,758.475,78.75,30.5,23.6,35.9,0.0,6.6
2022-09-11,28.0875,750.9375,757.0625,79.0,30.5,23.0,35.3,0.0,6.8
2022-09-12,28.075000000000003,749.9625,756.1125,70.5,30.7,22.8,35.9,0.0,9.2
2022-09-13,28.35,749.975,756.1,69.375,31.4,22.4,36.9,0.0,7.2
2022-09-14,27.9,749.8375,755.9875,69.0,30.6,22.2,35.9,0.0,8.6
2022-09-15,27.5375,748.775,754.95,68.375,30.4,22.0,35.1,0.0,8.0
2022-09-16,28.125,748.0125,754.1375,71.75,30.8,22.2,35.9,0.0,7.1
2022-09-17,29.075,748.5,754.5625,73.875,32.0,23.5,36.9,0.0,7.2
2022-09-18,29.825,748.0,754.075,75.0,31.6,24.5,36.9,0.0,6.9
2022-09-19,29.0,748.5125,754.6375,77.25,31.2,25.0,36.9,5.1,6.8
2022-09-20,27.8625,750.2125,756.325,79.125,29.6,24.8,35.9,0.0,9.2
2022-09-21,27.625,752.0375,758.2,77.875,29.1,23.3,34.0,0.0,8.3
2022-09-22,27.887500000000003,752.3375,758.5125,74.5,29.0,23.3,33.9,0.0,7.9
2022-09-23,27.7125,752.1625,758.325,78.75,29.8,23.5,32.9,0.0,8.6
2022-09-24,28.075,752.4625,758.6,71.25,29.5,23.0,33.9,0.0,8.3
2022-09-25,27.3125,751.9,758.075,74.25,29.8,22.8,33.9,0.0,7.7
2022-09-26,27.75,751.025,757.175,72.75,30.3,22.7,35.9,0.0,7.8
2022-09-27,28.3125,749.9875,756.1625,74.0,30.8,23.1,34.9,0.0,10.2
2022-09-28,28.012500000000003,750.175,756.3,74.125,30.5,23.2,34.9,0.0,9.0
2022-09-29,27.9125,751.5125,757.6375,75.0,30.4,23.2,34.9,0.0,9.2
2022-09-30,26.525,753.275,759.45,82.375,27.1,23.5,33.3,1.5,10.7
2022-10-01,26.3,753.825,760.075,88.125,28.2,23.3,32.9,1.8,6.9
2022-10-02,27.025,753.675,759.8875,84.125,29.4,23.3,33.9,14.5,7.5
2022-10-03,27.2125,754.2,760.35,85.625,29.9,23.2,34.9,2.5,5.4
2022-10-04,28.6,754.025,760.2125,77.875,31.2,23.0,36.9,0.0,5.9
2022-10-05,27.9125,754.5,760.7,80.75,30.2,23.9,35.3,4.3,7.7
2022-10-06,27.3125,755.1375,761.3375,77.625,29.7,23.5,34.9,0.0,7.0
2022-10-07,25.9375,755.6125,761.825,76.125,25.8,20.3,33.2,0.0,13.2
2022-10-08,24.7,756.2875,762.55,70.5,25.8,19.9,30.7,0.0,12.0
2022-10-09,24.3875,757.4625,763.7125,67.625,24.2,19.0,30.3,0.0,19.5
